System Time,RDTSC,Elapsed Time (sec),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,Package Power Limit_0(Watt),GT Frequency(MHz)
12:38:35:441,2652642460915,  21.385, 1300,   2.567,  94.695,  26.304,   0.483,  59.671,  16.575, 46,0,28.0,  283
12:38:35:543,2652937656012,  21.487, 1300,   2.084,  94.907,  26.363,   0.075,  59.679,  16.577, 46,0,28.0,  283
12:38:35:640,2653219569928,  21.584, 1300,   2.120,  95.113,  26.420,   0.090,  59.687,  16.580, 46,0,28.0,  283
12:38:35:738,2653503789593,  21.682, 1300,   2.229,  95.331,  26.481,   0.237,  59.711,  16.586, 46,0,28.0,  283
12:38:35:843,2653807748279,  21.787, 1300,   2.123,  95.554,  26.543,   0.076,  59.718,  16.588, 46,0,28.0,  283
12:38:35:943,2654097634899,  21.887, 1300,   2.090,  95.763,  26.601,   0.094,  59.728,  16.591, 45,0,28.0,  283
12:38:36:043,2654385992688,  21.986, 1300,   2.092,  95.971,  26.659,   0.066,  59.734,  16.593, 46,0,28.0,  283
12:38:36:143,2654677660509,  22.087, 1300,   2.131,  96.185,  26.718,   0.127,  59.747,  16.596, 46,0,28.0,  283
12:38:36:243,2654966352774,  22.187, 1700,  11.617,  97.341,  27.039,  10.095,  60.752,  16.876, 50,0,28.0,  283
12:38:36:339,2655244912942,  22.283, 3300,   8.904,  98.197,  27.277,   7.440,  61.467,  17.074, 56,0,28.0,  283
12:38:36:439,2655536983934,  22.383, 2900,   9.050,  99.108,  27.530,   7.368,  62.209,  17.280, 50,0,28.0,  283
12:38:36:539,2655826668093,  22.483, 3300,   6.146,  99.722,  27.701,   4.339,  62.642,  17.401, 54,0,28.0,  283
12:38:36:638,2656113070606,  22.582, 2900,   8.909, 100.602,  27.945,   7.309,  63.364,  17.601, 49,0,28.0,  283
12:38:36:743,2656417314270,  22.687, 3300,   4.904, 101.117,  28.088,   3.071,  63.686,  17.691, 54,0,28.0,  283
12:38:36:843,2656707137613,  22.787, 1300,   2.781, 101.395,  28.165,   1.168,  63.803,  17.723, 47,0,28.0,  283
12:38:36:943,2656997632450,  22.887, 1300,   2.061, 101.601,  28.222,   0.085,  63.812,  17.725, 47,0,28.0,  283
12:38:37:043,2657287780187,  22.987, 1300,   1.778, 101.779,  28.272,   0.043,  63.816,  17.727, 46,0,28.0,  283
12:38:37:143,2657577761933,  23.087, 1300,   1.659, 101.945,  28.318,   0.131,  63.829,  17.730, 46,0,28.0,  283
12:38:37:240,2657859502242,  23.184, 1300,   1.872, 102.127,  28.368,   0.160,  63.845,  17.735, 46,0,28.0,  283
12:38:37:339,2658145435696,  23.283, 1300,   1.774, 102.302,  28.417,   0.082,  63.853,  17.737, 45,0,28.0,  283
12:38:37:442,2658442989814,  23.385, 1300,   1.898, 102.496,  28.471,   0.447,  63.899,  17.750, 45,0,28.0,  283
12:38:37:543,2658737748856,  23.487, 1300,   2.269, 102.727,  28.535,   0.684,  63.968,  17.769, 45,0,28.0,  283
12:38:37:640,2659019647741,  23.584, 1300,   1.205, 102.844,  28.568,   0.065,  63.974,  17.771, 46,0,28.0,  283
12:38:37:743,2659316567091,  23.687, 1300,   1.496, 102.997,  28.610,   0.176,  63.992,  17.776, 46,0,28.0,  283
12:38:37:840,2659597421812,  23.783, 3300,   7.921, 103.764,  28.823,   6.254,  64.598,  17.944, 53,0,28.0,  283
12:38:37:943,2659897317577,  23.887, 3300,   3.880, 104.166,  28.935,   2.368,  64.843,  18.012, 52,0,28.0,  283
12:38:38:038,2660173471587,  23.982, 3300,   9.909, 105.109,  29.197,   8.350,  65.638,  18.233, 54,0,28.0,  283
12:38:38:143,2660477314183,  24.087, 2900,   3.563, 105.483,  29.301,   1.897,  65.837,  18.288, 50,0,28.0,  283
12:38:38:241,2660760021920,  24.184, 3300,   9.272, 106.386,  29.552,   7.667,  66.585,  18.496, 54,0,28.0,  283
12:38:38:341,2661050854070,  24.285, 3300,   3.289, 106.716,  29.643,   1.997,  66.785,  18.551, 52,0,28.0,  283
12:38:38:441,2661339785644,  24.384, 1300,   5.760, 107.290,  29.803,   3.926,  67.176,  18.660, 47,0,28.0,  283
12:38:38:543,2661637874643,  24.487, 1300,   1.790, 107.474,  29.854,   0.248,  67.201,  18.667, 45,0,28.0,  283
12:38:38:643,2661927753080,  24.587, 1300,   1.226, 107.597,  29.888,   0.219,  67.223,  18.673, 46,0,28.0,  283
12:38:38:743,2662217753507,  24.687, 1300,   1.597, 107.756,  29.932,   0.239,  67.247,  18.680, 46,0,28.0,  283
12:38:38:840,2662499613402,  24.784, 1300,   1.346, 107.887,  29.969,   0.157,  67.262,  18.684, 45,0,28.0,  283
12:38:38:943,2662797758542,  24.887, 1300,   1.742, 108.066,  30.018,   0.119,  67.275,  18.687, 46,0,28.0,  283
12:38:39:043,2663087875570,  24.987, 1300,   0.915, 108.158,  30.044,   0.059,  67.281,  18.689, 46,0,28.0,  283
12:38:39:141,2663371063223,  25.085, 1300,   1.442, 108.299,  30.083,   0.112,  67.291,  18.692, 45,0,28.0,  283
12:38:39:243,2663667754524,  25.187, 1300,   1.670, 108.469,  30.130,   0.137,  67.305,  18.696, 45,0,28.0,  283
12:38:39:339,2663945395291,  25.283, 1300,   1.429, 108.606,  30.168,   0.079,  67.313,  18.698, 45,0,28.0,  283
12:38:39:442,2664243150783,  25.386, 2900,   6.200, 109.243,  30.345,   4.595,  67.785,  18.829, 50,0,28.0,  283
12:38:39:543,2664535423365,  25.486, 1300,   3.852, 109.631,  30.453,   2.488,  68.035,  18.899, 46,0,28.0,  283
12:38:39:641,2664820434577,  25.585, 3300,   9.273, 110.542,  30.706,   7.691,  68.791,  19.109, 53,0,28.0,  283
12:38:39:739,2665103994249,  25.682, 1300,   4.461, 110.979,  30.827,   2.876,  69.073,  19.187, 46,0,28.0,  283
12:38:39:843,2665405505995,  25.786, 2900,   8.866, 111.901,  31.083,   7.296,  69.831,  19.398, 49,0,28.0,  283
12:38:39:939,2665684980328,  25.883, 1300,   4.195, 112.305,  31.196,   2.459,  70.068,  19.463, 47,0,28.0,  283
12:38:40:041,2665979656043,  25.984, 1300,   5.764, 112.890,  31.358,   4.041,  70.479,  19.577, 47,0,28.0,  283
12:38:40:143,2666277776897,  26.087, 1300,   1.820, 113.078,  31.410,   0.120,  70.491,  19.581, 45,0,28.0,  283
12:38:40:240,2666559218393,  26.184, 1300,   1.399, 113.213,  31.448,   0.109,  70.502,  19.584, 46,0,28.0,  283
12:38:40:339,2666846208870,  26.283, 1300,   1.407, 113.353,  31.487,   0.081,  70.510,  19.586, 46,0,28.0,  283
12:38:40:440,2667138399457,  26.384, 1300,   2.172, 113.571,  31.548,   0.504,  70.560,  19.600, 45,0,28.0,  283
12:38:40:543,2667437773045,  26.487, 1300,   1.725, 113.749,  31.597,   0.229,  70.584,  19.607, 46,0,28.0,  283
12:38:40:643,2667727753251,  26.587, 1300,   1.241, 113.874,  31.632,   0.090,  70.593,  19.609, 45,0,28.0,  283
12:38:40:743,2668017791339,  26.687, 1300,   1.296, 114.003,  31.668,   0.098,  70.603,  19.612, 45,0,28.0,  283
12:38:40:843,2668307633465,  26.787, 1300,   1.603, 114.163,  31.712,   0.079,  70.611,  19.614, 46,0,28.0,  283
12:38:40:939,2668584623851,  26.883, 1700,   2.074, 114.362,  31.767,   0.612,  70.669,  19.630, 45,0,28.0,  283
12:38:41:043,2668887324194,  26.987, 3300,   4.802, 114.863,  31.906,   3.531,  71.038,  19.733, 53,0,28.0,  283
12:38:41:143,2669177748803,  27.087, 1300,   4.500, 115.313,  32.032,   3.174,  71.356,  19.821, 46,0,28.0,  283
12:38:41:240,2669459093817,  27.184, 3300,  12.467, 116.523,  32.367,  10.930,  72.416,  20.116, 55,0,28.0,  283
12:38:41:339,2669744957721,  27.283, 1700,   9.062, 117.416,  32.616,   7.583,  73.163,  20.323, 49,0,28.0,  283
12:38:41:442,2670043274037,  27.386, 3300,   8.590, 118.300,  32.861,   6.950,  73.878,  20.522, 52,0,28.0,  283
12:38:41:543,2670337762613,  27.487, 1300,   5.021, 118.810,  33.003,   3.733,  74.257,  20.627, 47,0,28.0,  283
12:38:41:643,2670627641269,  27.587, 1300,   5.950, 119.404,  33.168,   4.263,  74.684,  20.745, 47,0,28.0,  283
12:38:41:743,2670917771213,  27.687, 1300,   1.566, 119.561,  33.211,   0.118,  74.695,  20.749, 45,0,28.0,  283
12:38:41:839,2671194418682,  27.783, 1700,   1.636, 119.717,  33.255,   0.297,  74.724,  20.757, 46,0,28.0,  283
12:38:41:943,2671496739250,  27.887, 1700,   1.968, 119.922,  33.312,   0.491,  74.775,  20.771, 46,0,28.0,  283
12:38:42:041,2671779655188,  27.984, 1300,   1.675, 120.086,  33.357,   0.242,  74.799,  20.777, 46,0,28.0,  283
12:38:42:139,2672066012245,  28.083, 1300,   1.815, 120.265,  33.407,   0.130,  74.811,  20.781, 46,0,28.0,  283
12:38:42:243,2672367765043,  28.187, 1300,   1.573, 120.429,  33.452,   0.329,  74.846,  20.790, 46,0,28.0,  283
12:38:42:343,2672655826367,  28.287, 1700,   1.314, 120.559,  33.489,   0.170,  74.863,  20.795, 46,0,28.0,  283
12:38:42:442,2672944062788,  28.386, 1300,   2.295, 120.787,  33.552,   0.403,  74.903,  20.806, 46,0,28.0,  283
12:38:42:543,2673237747449,  28.487, 1300,   1.557, 120.945,  33.596,   0.097,  74.912,  20.809, 45,0,28.0,  283
12:38:42:639,2673514231504,  28.583, 3300,   3.276, 121.257,  33.683,   1.975,  75.101,  20.861, 50,0,28.0,  283
12:38:42:743,2673817762626,  28.687, 1300,   6.194, 121.906,  33.863,   4.645,  75.587,  20.996, 46,0,28.0,  283
12:38:42:841,2674099325267,  28.784, 3300,   7.763, 122.659,  34.072,   6.200,  76.189,  21.164, 52,0,28.0,  283
12:38:42:943,2674397780530,  28.887, 1300,   5.391, 123.214,  34.226,   3.723,  76.572,  21.270, 46,0,28.0,  283
12:38:43:043,2674687341666,  28.987, 3300,   7.650, 123.978,  34.438,   6.128,  77.184,  21.440, 53,0,28.0,  283
12:38:43:143,2674977769489,  29.087, 1300,   9.252, 124.905,  34.696,   7.699,  77.955,  21.654, 48,0,28.0,  283
12:38:43:242,2675263931948,  29.186, 1300,   5.744, 125.471,  34.853,   4.083,  78.358,  21.766, 48,0,28.0,  283
12:38:43:339,2675545375664,  29.283, 1300,   1.607, 125.627,  34.897,   0.142,  78.372,  21.770, 46,0,28.0,  283
12:38:43:443,2675847642571,  29.387, 1300,   2.506, 125.889,  34.969,   0.475,  78.421,  21.784, 46,0,28.0,  283
12:38:43:543,2676137774880,  29.487, 1300,   1.504, 126.039,  35.011,   0.117,  78.433,  21.787, 46,0,28.0,  283
12:38:43:644,2676427914140,  29.587, 1300,   1.890, 126.228,  35.063,   0.081,  78.441,  21.789, 46,0,28.0,  283
12:38:43:743,2676717781835,  29.687, 1300,   1.577, 126.386,  35.107,   0.254,  78.466,  21.796, 45,0,28.0,  283
12:38:43:840,2676998137961,  29.784, 1300,   0.740, 126.457,  35.127,   0.054,  78.471,  21.798, 45,0,28.0,  283
12:38:43:943,2677297749080,  29.887, 1300,   1.290, 126.591,  35.164,   0.074,  78.479,  21.800, 46,0,28.0,  283
12:38:44:041,2677579618532,  29.984, 1300,   1.810, 126.767,  35.213,   0.109,  78.490,  21.803, 46,0,28.0,  283
12:38:44:143,2677877788035,  30.087, 1300,   1.449, 126.916,  35.254,   0.096,  78.499,  21.805, 45,0,28.0,  283
12:38:44:242,2678162713043,  30.186, 1300,   1.616, 127.074,  35.298,   0.117,  78.511,  21.809, 45,0,28.0,  283
12:38:44:339,2678445368761,  30.283, 1300,   8.435, 127.897,  35.527,   6.816,  79.175,  21.993, 47,0,28.0,  283
12:38:44:439,2678733667279,  30.382, 3100,   6.235, 128.516,  35.699,   4.456,  79.618,  22.116, 53,0,28.0,  283
12:38:44:542,2679034434082,  30.486, 1300,   7.781, 129.323,  35.923,   6.206,  80.262,  22.295, 48,0,28.0,  283
12:38:44:643,2679325104691,  30.586, 3300,   4.921, 129.817,  36.060,   3.378,  80.600,  22.389, 53,0,28.0,  283
12:38:44:743,2679617324974,  30.687, 1300,   8.574, 130.681,  36.300,   6.974,  81.303,  22.584, 48,0,28.0,  283
12:38:44:840,2679898850323,  30.784, 3300,   5.688, 131.233,  36.454,   4.033,  81.695,  22.693, 54,0,28.0,  283
12:38:44:944,2680197770214,  30.887, 1300,   3.059, 131.548,  36.541,   1.277,  81.827,  22.730, 46,0,28.0,  283
12:38:45:044,2680487780036,  30.987, 1300,   2.154, 131.764,  36.601,   0.497,  81.876,  22.743, 46,0,28.0,  283
12:38:45:144,2680777770127,  31.087, 1300,   1.417, 131.906,  36.640,   0.348,  81.911,  22.753, 45,0,28.0,  283
12:38:45:244,2681067768039,  31.187, 1300,   2.258, 132.131,  36.703,   0.640,  81.975,  22.771, 46,0,28.0,  283
12:38:45:340,2681346855618,  31.284, 1300,   2.183, 132.341,  36.762,   0.346,  82.008,  22.780, 46,0,28.0,  283
12:38:45:444,2681647773836,  31.387, 1300,   2.373, 132.588,  36.830,   0.625,  82.073,  22.798, 45,0,28.0,  283
12:38:45:543,2681935805289,  31.487, 1300,   1.648, 132.751,  36.875,   0.131,  82.086,  22.802, 45,0,28.0,  283
12:38:45:641,2682219630604,  31.584, 1300,   1.537, 132.902,  36.917,   0.153,  82.101,  22.806, 45,0,28.0,  283
12:38:45:744,2682517781930,  31.687, 1300,   3.004, 133.211,  37.003,   1.115,  82.216,  22.838, 45,0,28.0,  249
12:38:45:840,2682796685941,  31.783, 1300,   2.111, 133.414,  37.059,   0.460,  82.260,  22.850, 46,0,28.0,  249
12:38:45:939,2683083642326,  31.882, 1300,   8.764, 134.281,  37.300,   7.130,  82.966,  23.046, 48,0,28.0,  249
12:38:46:041,2683379048040,  31.984, 3300,   4.801, 134.770,  37.436,   3.171,  83.289,  23.136, 52,0,28.0,  249
12:38:46:139,2683664839304,  32.083, 1700,  10.210, 135.776,  37.716,   8.636,  84.140,  23.372, 49,0,28.0,  249
12:38:46:241,2683960903453,  32.185, 3300,   7.435, 136.535,  37.927,   6.016,  84.754,  23.543, 56,0,28.0,  249
12:38:46:341,2684250714635,  32.285, 2900,  13.926, 137.927,  38.313,  12.482,  86.001,  23.889, 51,0,28.0,  249
12:38:46:443,2684547349565,  32.387, 3300,   5.336, 138.473,  38.465,   3.435,  86.353,  23.987, 55,0,28.0,  266
12:38:46:542,2684831805681,  32.485, 1300,   3.875, 138.853,  38.570,   2.287,  86.577,  24.049, 47,0,28.0,  266
12:38:46:644,2685127829381,  32.587, 1300,   1.873, 139.044,  38.623,   0.148,  86.592,  24.053, 46,0,28.0,  266
12:38:46:744,2685417778120,  32.687, 1300,   1.720, 139.216,  38.671,   0.341,  86.626,  24.063, 45,0,28.0,  266
12:38:46:844,2685707876229,  32.787, 1300,   2.105, 139.427,  38.730,   0.360,  86.662,  24.073, 46,0,28.0,  266
12:38:46:944,2685997656344,  32.887, 1300,   1.839, 139.611,  38.781,   0.124,  86.675,  24.076, 46,0,28.0,  266
12:38:47:044,2686287656966,  32.987, 1300,   2.416, 139.852,  38.848,   0.586,  86.733,  24.093, 46,0,28.0,  266
12:38:47:139,2686563053517,  33.082, 1700,   2.311, 140.072,  38.909,   0.508,  86.782,  24.106, 46,0,28.0,  266
12:38:47:241,2686859606363,  33.185, 1300,   1.621, 140.237,  38.955,   0.171,  86.799,  24.111, 46,0,28.0,  266
12:38:47:339,2687145376913,  33.283, 1300,   1.539, 140.389,  38.997,   0.162,  86.815,  24.115, 45,0,28.0,  266
12:38:47:440,2687437756026,  33.384, 1300,   2.440, 140.635,  39.065,   0.677,  86.883,  24.134, 46,0,28.0,  283
12:38:47:542,2687732729219,  33.486, 3300,   7.637, 141.412,  39.281,   6.005,  87.494,  24.304, 53,0,28.0,  283
12:38:47:643,2688026199118,  33.587, 3100,   4.554, 141.873,  39.409,   2.736,  87.771,  24.381, 50,0,28.0,  283
12:38:47:743,2688316443361,  33.687, 3100,  10.204, 142.894,  39.693,   8.637,  88.636,  24.621, 52,0,28.0,  283
12:38:47:839,2688593021266,  33.782, 2900,   4.205, 143.295,  39.804,   2.457,  88.870,  24.686, 48,0,28.0,  283
12:38:47:943,2688897318524,  33.887, 3300,  10.136, 144.359,  40.100,   8.570,  89.769,  24.936, 54,0,28.0,  283
12:38:48:038,2689172817835,  33.982, 1700,   4.378, 144.775,  40.215,   2.515,  90.008,  25.002, 48,0,28.0,  283
12:38:48:144,2689477675681,  34.087, 1300,   6.252, 145.432,  40.398,   4.474,  90.479,  25.133, 48,0,28.0,  283
12:38:48:244,2689767650009,  34.187, 1300,   2.409, 145.673,  40.465,   0.403,  90.519,  25.144, 47,0,28.0,  283
12:38:48:339,2690045240769,  34.283, 1300,   2.286, 145.892,  40.525,   0.311,  90.549,  25.152, 46,0,28.0,  283
12:38:48:441,2690339525021,  34.385, 1300,   2.538, 146.149,  40.597,   0.552,  90.605,  25.168, 46,0,28.0,  199
12:38:48:544,2690637738400,  34.487, 1300,   2.415, 146.398,  40.666,   0.475,  90.654,  25.182, 46,0,28.0,  199
12:38:48:644,2690927656908,  34.587, 1300,   2.577, 146.655,  40.738,   0.749,  90.728,  25.202, 46,0,28.0,  199
12:38:48:740,2691206811577,  34.684, 1300,   2.345, 146.881,  40.800,   0.621,  90.788,  25.219, 46,0,28.0,  199
12:38:48:841,2691499580687,  34.785, 1300,   1.793, 147.062,  40.851,   0.335,  90.822,  25.228, 46,0,28.0,  199
12:38:48:939,2691783198818,  34.882, 1300,   2.105, 147.268,  40.908,   0.236,  90.845,  25.235, 46,0,28.0,  199
12:38:49:044,2692087826110,  34.987, 1300,   2.223, 147.501,  40.973,   0.380,  90.885,  25.246, 46,0,28.0,  199
12:38:49:139,2692362787362,  35.082, 3100,   4.465, 147.925,  41.090,   3.144,  91.183,  25.329, 49,0,28.0,  199
12:38:49:243,2692665094093,  35.187, 1700,   5.781, 148.527,  41.258,   4.143,  91.615,  25.449, 46,0,28.0,  199
12:38:49:339,2692944915526,  35.283, 3300,   8.801, 149.377,  41.494,   7.174,  92.307,  25.641, 52,0,28.0,  199
12:38:49:444,2693247780134,  35.387, 1300,   6.648, 150.071,  41.686,   5.005,  92.830,  25.786, 48,0,28.0,  283
12:38:49:541,2693528965162,  35.484, 3300,   8.263, 150.872,  41.909,   6.679,  93.477,  25.966, 53,0,28.0,  283
12:38:49:639,2693815224584,  35.583, 1300,   6.005, 151.465,  42.074,   4.351,  93.907,  26.085, 48,0,28.0,  283
12:38:49:744,2694117642239,  35.687, 1300,   6.036, 152.094,  42.248,   4.360,  94.362,  26.212, 48,0,28.0,  283
12:38:49:839,2694393195240,  35.782, 1300,   1.404, 152.228,  42.285,   0.308,  94.391,  26.220, 47,0,28.0,  283
12:38:49:944,2694697766067,  35.887, 1300,   1.491, 152.384,  42.329,   0.232,  94.415,  26.226, 46,0,28.0,  283
12:38:50:040,2694978043099,  35.984, 1300,   1.811, 152.559,  42.378,   0.308,  94.445,  26.235, 46,0,28.0,  283
12:38:50:142,2695271744844,  36.085, 1300,   2.291, 152.791,  42.442,   0.628,  94.509,  26.252, 46,0,28.0,  283
12:38:50:244,2695567741314,  36.187, 1300,   1.525, 152.947,  42.485,   0.327,  94.542,  26.262, 46,0,28.0,  283
12:38:50:339,2695845439677,  36.283, 1300,   1.404, 153.082,  42.523,   0.142,  94.556,  26.265, 45,0,28.0,  283
12:38:50:441,2696139621040,  36.385, 1300,   2.597, 153.345,  42.596,   0.866,  94.643,  26.290, 45,0,28.0,  283
12:38:50:544,2696437746020,  36.487, 1300,   1.842, 153.534,  42.648,   0.305,  94.675,  26.299, 46,0,28.0,  283
12:38:50:644,2696727762977,  36.587, 1300,   1.801, 153.715,  42.698,   0.166,  94.691,  26.303, 45,0,28.0,  283
12:38:50:739,2697004269396,  36.683, 3300,   2.810, 153.982,  42.773,   1.641,  94.848,  26.347, 51,0,28.0,  283
12:38:50:844,2697307749832,  36.787, 1300,   6.451, 154.658,  42.960,   4.885,  95.359,  26.489, 46,0,28.0,  283
12:38:50:940,2697587379272,  36.884, 3300,   7.490, 155.380,  43.161,   5.873,  95.925,  26.646, 51,0,28.0,  283
12:38:51:040,2697877293460,  36.984, 1300,   6.583, 156.038,  43.344,   5.127,  96.438,  26.788, 47,0,28.0,  283
12:38:51:144,2698177344116,  37.087, 3300,   6.862, 156.748,  43.541,   5.243,  96.980,  26.939, 53,0,28.0,  283
12:38:51:242,2698463894512,  37.186, 1700,   9.854, 157.722,  43.812,   8.318,  97.802,  27.167, 49,0,28.0,  283
12:38:51:339,2698745046397,  37.283, 1700,   9.861, 158.678,  44.077,   8.401,  98.617,  27.394, 51,0,28.0,  283
12:38:51:444,2699047752653,  37.387, 1300,   2.966, 158.987,  44.163,   1.258,  98.748,  27.430, 47,0,28.0,  283
12:38:51:539,2699324880641,  37.483, 1300,   1.360, 159.117,  44.199,   0.176,  98.765,  27.435, 46,0,28.0,  283
12:38:51:641,2699619650308,  37.585, 1300,   1.563, 159.276,  44.243,   0.066,  98.772,  27.437, 46,0,28.0,  283
12:38:51:744,2699917754034,  37.687, 1300,   1.524, 159.433,  44.287,   0.069,  98.779,  27.439, 46,0,28.0,  283
12:38:51:844,2700207740570,  37.788, 1300,   1.541, 159.587,  44.330,   0.212,  98.800,  27.444, 46,0,28.0,  283
12:38:51:944,2700497780179,  37.888, 1300,   1.505, 159.737,  44.371,   0.067,  98.807,  27.446, 46,0,28.0,  283
12:38:52:041,2700779757050,  37.985, 1300,   1.183, 159.852,  44.403,   0.065,  98.813,  27.448, 46,0,28.0,  283
12:38:52:139,2701064211658,  38.083, 1700,   1.596, 160.009,  44.447,   0.109,  98.824,  27.451, 46,0,28.0,  283
12:38:52:244,2701367741092,  38.188, 1300,   1.485, 160.164,  44.490,   0.086,  98.833,  27.454, 45,0,28.0,  283
12:38:52:339,2701645254907,  38.283, 1300,   1.588, 160.316,  44.532,   0.105,  98.843,  27.456, 46,0,28.0,  283
12:38:52:444,2701947760543,  38.388, 1300,   8.185, 161.170,  44.769,   6.625,  99.534,  27.648, 47,0,28.0,  283
12:38:52:544,2702237148873,  38.487, 3100,   5.622, 161.731,  44.925,   3.869,  99.920,  27.755, 50,0,28.0,  283
12:38:52:640,2702517138141,  38.584, 1300,   8.235, 162.526,  45.146,   6.611, 100.558,  27.933, 48,0,28.0,  283
12:38:52:739,2702803457348,  38.683, 2900,   5.445, 163.064,  45.295,   3.707, 100.924,  28.034, 51,0,28.0,  283
12:38:52:843,2703105728012,  38.787, 1300,   8.330, 163.932,  45.537,   6.713, 101.624,  28.229, 50,0,28.0,  283
12:38:52:944,2703397337159,  38.887, 1300,   5.197, 164.455,  45.682,   3.457, 101.971,  28.325, 54,0,28.0,  283
12:38:53:044,2703687757018,  38.988, 1300,   1.775, 164.632,  45.731,   0.859, 102.057,  28.349, 46,0,28.0,  283
12:38:53:139,2703963138435,  39.082, 1300,   1.752, 164.799,  45.777,   0.091, 102.066,  28.352, 47,0,28.0,  283
12:38:53:241,2704259657437,  39.185, 1300,   1.765, 164.979,  45.828,   0.130, 102.079,  28.355, 46,0,28.0,  283
12:38:53:340,2704545406201,  39.283, 1300,   1.708, 165.148,  45.874,   0.089, 102.088,  28.358, 46,0,28.0,  283
12:38:53:444,2704847756138,  39.388, 1300,   2.350, 165.393,  45.942,   0.639, 102.155,  28.376, 45,0,28.0,  283
12:38:53:539,2705124884093,  39.483, 1300,   1.813, 165.566,  45.991,   0.162, 102.170,  28.381, 46,0,28.0,  283
12:38:53:644,2705427770778,  39.588, 1300,   1.701, 165.744,  46.040,   0.071, 102.178,  28.383, 46,0,28.0,  283
12:38:53:740,2705707509257,  39.684, 1300,   1.784, 165.916,  46.088,   0.073, 102.185,  28.385, 46,0,28.0,  283
